student_id,student_name,dept_code,dept_name,faculty,session,year_level,email,status
CSE-202223-014,Hasan Sultana,CSE,Computer Science and Engineering,Faculty of Engineering,2022-23,4,cse-202223-014@university.edu,Active
CSE-202223-015,Farhan Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2022-23,4,cse-202223-015@university.edu,Active
CSE-202324-001,Hasan Hasan,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-001@university.edu,Active
CSE-202324-002,Rumana Islam,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-002@university.edu,Active
CSE-202324-003,Sabrina Karim,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-003@university.edu,Active
CSE-202324-004,Jannat Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-004@university.edu,Active
CSE-202324-005,Sakib Sultana,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-005@university.edu,Active
CSE-202324-006,Sabrina Chowdhury,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-006@university.edu,Active
CSE-202324-007,Rafi Sultana,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-007@university.edu,Active
CSE-202324-008,Nabila Chowdhury,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-008@university.edu,Active
CSE-202324-009,Rahim Islam,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-009@university.edu,Active
CSE-202324-010,Raihan Islam,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-010@university.edu,Active
CSE-202324-011,Ayesha Sarker,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-011@university.edu,Active
CSE-202324-012,Fahim Karim,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-012@university.edu,Active
CSE-202324-013,Fahim Alam,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-013@university.edu,Active
CSE-202324-014,Karim Ahmed,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-014@university.edu,Active
CSE-202324-015,Fariha Akter,CSE,Computer Science and Engineering,Faculty of Engineering,2023-24,3,cse-202324-015@university.edu,Active
CSE-202425-001,Sakib Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-001@university.edu,Active
CSE-202425-002,Anika Islam,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-002@university.edu,Active
CSE-202425-003,Rifat Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-003@university.edu,Active
CSE-202425-004,Jannat Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-004@university.edu,Active
CSE-202425-005,Arif Chowdhury,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-005@university.edu,Active
CSE-202425-006,Mahin Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-006@university.edu,Active
CSE-202425-007,Farhan Karim,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-007@university.edu,Active
CSE-202425-008,Tanvir Sultana,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-008@university.edu,Active
CSE-202425-009,Mehedi Ahmed,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-009@university.edu,Active
CSE-202425-010,Nabila Karim,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-010@university.edu,Active
CSE-202425-011,Sami Ahmed,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-011@university.edu,Active
CSE-202425-012,Ayesha Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-012@university.edu,Active
CSE-202425-013,Nabila Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-013@university.edu,Active
CSE-202425-014,Karim Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-014@university.edu,Active
CSE-202425-015,Arif Alam,CSE,Computer Science and Engineering,Faculty of Engineering,2024-25,2,cse-202425-015@university.edu,Active
CSE-202526-001,Hasan Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-001@university.edu,Active
CSE-202526-002,Sami Chowdhury,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-002@university.edu,Active
CSE-202526-003,Shahriar Chowdhury,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-003@university.edu,Active
CSE-202526-004,Sabrina Sarker,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-004@university.edu,Active
CSE-202526-005,Sadia Chowdhury,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-005@university.edu,Active
CSE-202526-006,Sakib Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-006@university.edu,Active
CSE-202526-007,Fahim Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-007@university.edu,Active
CSE-202526-008,Morshed Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-008@university.edu,Active
CSE-202526-009,Rifat Alam,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-009@university.edu,Active
CSE-202526-010,Sabrina Khan,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-010@university.edu,Active
CSE-202526-011,Naim Rahman,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-011@university.edu,Active
CSE-202526-012,Anika Sultana,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-012@university.edu,Active
CSE-202526-013,Fariha Mia,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-013@university.edu,Active
CSE-202526-014,Mim Sultana,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-014@university.edu,Active
CSE-202526-015,Shahriar Sarker,CSE,Computer Science and Engineering,Faculty of Engineering,2025-26,1,cse-202526-015@university.edu,Active
EEE-202122-001,Nafis Sarker,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-001@university.edu,Active
EEE-202122-002,Arif Hossain,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-002@university.edu,Active
EEE-202122-003,Rahim Islam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-003@university.edu,Active
EEE-202122-004,Naim Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-004@university.edu,Active
EEE-202122-005,Mahin Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-005@university.edu,Active
EEE-202122-006,Sami Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-006@university.edu,Active
EEE-202122-007,Fahim Sarker,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-007@university.edu,Active
EEE-202122-008,Jannat Akter,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-008@university.edu,Active
EEE-202122-009,Arif Islam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-009@university.edu,Active
EEE-202122-010,Shahriar Sultana,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-010@university.edu,Active
EEE-202122-011,Arif Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-011@university.edu,Active
EEE-202122-012,Rumana Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-012@university.edu,Active
EEE-202122-013,Shahriar Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-013@university.edu,Active
EEE-202122-014,Hasan Islam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-014@university.edu,Active
EEE-202122-015,Morshed Islam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2021-22,5,eee-202122-015@university.edu,Active
EEE-202223-001,Tahsin Rahman,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-001@university.edu,Active
EEE-202223-002,Nafis Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-002@university.edu,Active
EEE-202223-003,Ayesha Alam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-003@university.edu,Active
EEE-202223-004,Fahim Mahmud,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-004@university.edu,Active
EEE-202223-005,Sami Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-005@university.edu,Active
EEE-202223-006,Nafis Sultana,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-006@university.edu,Active
EEE-202223-007,Anika Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-007@university.edu,Active
EEE-202223-008,Tanvir Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-008@university.edu,Active
EEE-202223-009,Anika Rahman,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-009@university.edu,Active
EEE-202223-010,Morshed Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-010@university.edu,Active
EEE-202223-011,Tanvir Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-011@university.edu,Active
EEE-202223-012,Sabrina Sarker,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-012@university.edu,Active
EEE-202223-013,Morshed Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-013@university.edu,Active
EEE-202223-014,Rahim Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-014@university.edu,Active
EEE-202223-015,Nafis Hossain,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2022-23,4,eee-202223-015@university.edu,Active
EEE-202324-001,Karim Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-001@university.edu,Active
EEE-202324-002,Mim Islam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-002@university.edu,Active
EEE-202324-003,Fahim Akter,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-003@university.edu,Active
EEE-202324-004,Naim Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-004@university.edu,Active
EEE-202324-005,Nusrat Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-005@university.edu,Active
EEE-202324-006,Anika Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-006@university.edu,Active
EEE-202324-007,Arif Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-007@university.edu,Active
EEE-202324-008,Naim Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-008@university.edu,Active
EEE-202324-009,Mim Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-009@university.edu,Active
EEE-202324-010,Raisa Sarker,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-010@university.edu,Active
EEE-202324-011,Morshed Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-011@university.edu,Active
EEE-202324-012,Rumana Sarker,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-012@university.edu,Active
EEE-202324-013,Fahim Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-013@university.edu,Active
EEE-202324-014,Tahsin Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-014@university.edu,Active
EEE-202324-015,Rumana Mahmud,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2023-24,3,eee-202324-015@university.edu,Active
EEE-202425-001,Mahin Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-001@university.edu,Active
EEE-202425-002,Mim Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-002@university.edu,Active
EEE-202425-003,Sabrina Akter,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-003@university.edu,Active
EEE-202425-004,Karim Sultana,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-004@university.edu,Active
EEE-202425-005,Mahin Hossain,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-005@university.edu,Active
EEE-202425-006,Ayesha Mahmud,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-006@university.edu,Active
EEE-202425-007,Mim Rahman,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-007@university.edu,Active
EEE-202425-008,Mim Islam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-008@university.edu,Active
EEE-202425-009,Nusrat Rahman,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-009@university.edu,Active
EEE-202425-010,Fahim Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-010@university.edu,Active
EEE-202425-011,Sakib Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-011@university.edu,Active
EEE-202425-012,Tahsin Hasan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-012@university.edu,Active
EEE-202425-013,Hasan Akter,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-013@university.edu,Active
EEE-202425-014,Sabrina Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-014@university.edu,Active
EEE-202425-015,Raihan Hossain,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2024-25,2,eee-202425-015@university.edu,Active
EEE-202526-001,Sabrina Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-001@university.edu,Active
EEE-202526-002,Farhan Alam,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-002@university.edu,Active
EEE-202526-003,Hasan Rahman,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-003@university.edu,Active
EEE-202526-004,Karim Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-004@university.edu,Active
EEE-202526-005,Mehedi Khan,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-005@university.edu,Active
EEE-202526-006,Rafi Hossain,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-006@university.edu,Active
EEE-202526-007,Karim Ahmed,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-007@university.edu,Active
EEE-202526-008,Shahriar Sultana,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-008@university.edu,Active
EEE-202526-009,Fariha Chowdhury,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-009@university.edu,Active
EEE-202526-010,Morshed Akter,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-010@university.edu,Active
EEE-202526-011,Hasan Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-011@university.edu,Active
EEE-202526-012,Sadia Sarker,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-012@university.edu,Active
EEE-202526-013,Sami Sultana,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-013@university.edu,Active
EEE-202526-014,Nusrat Karim,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-014@university.edu,Active
EEE-202526-015,Morshed Akter,EEE,Electrical and Electronic Engineering,Faculty of Engineering,2025-26,1,eee-202526-015@university.edu,Active
BBA-202122-001,Anika Ahmed,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-001@university.edu,Active
BBA-202122-002,Rahim Karim,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-002@university.edu,Active
BBA-202122-003,Tania Mia,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-003@university.edu,Active
BBA-202122-004,Ayesha Hossain,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-004@university.edu,Active
BBA-202122-005,Rafi Mahmud,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-005@university.edu,Active
BBA-202122-006,Mehedi Mahmud,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-006@university.edu,Active
BBA-202122-007,Raisa Alam,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-007@university.edu,Active
BBA-202122-008,Farhan Sultana,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-008@university.edu,Active
BBA-202122-009,Shahriar Akter,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-009@university.edu,Active
BBA-202122-010,Nabila Akter,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-010@university.edu,Active
BBA-202122-011,Fahim Mia,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-011@university.edu,Active
BBA-202122-012,Naim Sultana,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-012@university.edu,Active
BBA-202122-013,Fariha Alam,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-013@university.edu,Active
BBA-202122-014,Sakib Hossain,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-014@university.edu,Active
BBA-202122-015,Jannat Karim,BBA,Business Administration,Faculty of Business,2021-22,5,bba-202122-015@university.edu,Active
BBA-202223-001,Sabrina Rahman,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-001@university.edu,Active
BBA-202223-002,Rifat Ahmed,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-002@university.edu,Active
BBA-202223-003,Fahim Sarker,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-003@university.edu,Active
BBA-202223-004,Sabrina Alam,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-004@university.edu,Active
BBA-202223-005,Nusrat Karim,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-005@university.edu,Active
BBA-202223-006,Sami Islam,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-006@university.edu,Active
BBA-202223-007,Sakib Akter,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-007@university.edu,Active
BBA-202223-008,Morshed Rahman,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-008@university.edu,Active
BBA-202223-009,Nafis Ahmed,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-009@university.edu,Active
BBA-202223-010,Arif Sarker,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-010@university.edu,Active
BBA-202223-011,Sakib Hasan,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-011@university.edu,Active
BBA-202223-012,Nusrat Chowdhury,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-012@university.edu,Active
BBA-202223-013,Raihan Sultana,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-013@university.edu,Active
BBA-202223-014,Jannat Sultana,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-014@university.edu,Active
BBA-202223-015,Nafis Islam,BBA,Business Administration,Faculty of Business,2022-23,4,bba-202223-015@university.edu,Active
BBA-202324-001,Rafi Mahmud,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-001@university.edu,Active
BBA-202324-002,Raihan Akter,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-002@university.edu,Active
BBA-202324-003,Morshed Khan,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-003@university.edu,Active
BBA-202324-004,Nusrat Mahmud,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-004@university.edu,Active
BBA-202324-005,Nabila Rahman,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-005@university.edu,Active
BBA-202324-006,Rumana Khan,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-006@university.edu,Active
BBA-202324-007,Rumana Akter,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-007@university.edu,Active
BBA-202324-008,Hasan Chowdhury,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-008@university.edu,Active
BBA-202324-009,Nabila Mahmud,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-009@university.edu,Active
BBA-202324-010,Rahim Sarker,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-010@university.edu,Active
BBA-202324-011,Fariha Chowdhury,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-011@university.edu,Active
BBA-202324-012,Fahim Alam,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-012@university.edu,Active
BBA-202324-013,Jannat Mahmud,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-013@university.edu,Active
BBA-202324-014,Karim Rahman,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-014@university.edu,Active
BBA-202324-015,Anika Sultana,BBA,Business Administration,Faculty of Business,2023-24,3,bba-202324-015@university.edu,Active
BBA-202425-001,Rafi Rahman,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-001@university.edu,Active
BBA-202425-002,Karim Islam,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-002@university.edu,Active
BBA-202425-003,Rahim Sarker,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-003@university.edu,Active
BBA-202425-004,Raisa Islam,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-004@university.edu,Active
BBA-202425-005,Raisa Khan,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-005@university.edu,Active
BBA-202425-006,Arif Sultana,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-006@university.edu,Active
BBA-202425-007,Rafi Hasan,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-007@university.edu,Active
BBA-202425-008,Tania Rahman,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-008@university.edu,Active
BBA-202425-009,Nafis Akter,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-009@university.edu,Active
BBA-202425-010,Rifat Islam,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-010@university.edu,Active
BBA-202425-011,Tanvir Chowdhury,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-011@university.edu,Active
BBA-202425-012,Morshed Hasan,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-012@university.edu,Active
BBA-202425-013,Sakib Karim,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-013@university.edu,Active
BBA-202425-014,Mim Akter,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-014@university.edu,Active
BBA-202425-015,Fariha Mia,BBA,Business Administration,Faculty of Business,2024-25,2,bba-202425-015@university.edu,Active
BBA-202526-001,Mim Sultana,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-001@university.edu,Active
BBA-202526-002,Tania Sarker,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-002@university.edu,Active
BBA-202526-003,Fahim Karim,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-003@university.edu,Active
BBA-202526-004,Naim Hasan,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-004@university.edu,Active
BBA-202526-005,Fahim Islam,BBA,Business Administration,Faculty of Business,2025-26,1,bba-202526-005@university.edu,Active
